No.,名称,经度(度),纬度(度),高程(米),距离(千米),备注
2281,0,104.232232713,30.666182571,483.501,79.83500,
2282,0,104.232430361,30.665917132,483.329,79.87000,
2283,0,104.232628007,30.665651693,483.158,79.90500,
2284,0,104.232825652,30.665386254,483.087,79.94000,
2285,0,104.233023296,30.665120814,483.446,79.97500,
2286,0,104.233220939,30.664855374,483.805,80.01000,
2287,0,104.233418581,30.664589934,484.165,80.04500,
2288,0,104.233616222,30.664324493,484.524,80.08000,
2289,0,104.233813862,30.664059053,484.883,80.11500,
2290,0,104.234011500,30.663793612,485.226,80.15000,
2291,0,104.234209138,30.663528170,485.548,80.18500,
2292,0,104.234406774,30.663262728,485.869,80.22000,
2293,0,104.234604409,30.662997286,486.190,80.25500,
2294,0,104.234802044,30.662731844,486.511,80.29000,
2295,0,104.234999677,30.662466402,486.833,80.32500,
2296,0,104.235197309,30.662200959,487.154,80.36000,
2297,0,104.235394940,30.661935515,487.475,80.39500,
2298,0,104.235592570,30.661670072,487.565,80.43000,
2299,0,104.235790199,30.661404628,486.973,80.46500,
2300,0,104.235987826,30.661139184,486.274,80.50000,
2301,0,104.236185453,30.660873740,485.651,80.53500,
2302,0,104.236383079,30.660608295,485.027,80.57000,
2303,0,104.236580703,30.660342850,484.403,80.60500,
2304,0,104.236778326,30.660077405,483.779,80.64000,
2305,0,104.236975949,30.659811959,483.155,80.67500,
2306,0,104.237173570,30.659546513,482.531,80.71000,
2307,0,104.237371190,30.659281067,481.907,80.74500,
2308,0,104.237568809,30.659015621,481.499,80.78000,
2309,0,104.237766427,30.658750174,481.226,80.81500,
2310,0,104.237964043,30.658484727,480.953,80.85000,
2311,0,104.238161659,30.658219280,480.680,80.88500,
2312,0,104.238359274,30.657953832,480.705,80.92000,
2313,0,104.238556887,30.657688384,481.298,80.95500,
2314,0,104.238754500,30.657422936,481.891,80.99000,
2315,0,104.238952111,30.657157487,482.484,81.02500,
2316,0,104.239149721,30.656892039,483.077,81.06000,
2317,0,104.239347331,30.656626589,483.410,81.09500,
2318,0,104.239544939,30.656361140,483.637,81.13000,
2319,0,104.239742546,30.656095690,483.865,81.16500,
2320,0,104.239940152,30.655830240,484.093,81.20000,
2321,0,104.240137756,30.655564790,484.321,81.23500,
2322,0,104.240335360,30.655299339,484.549,81.27000,
2323,0,104.240532963,30.655033889,484.776,81.30500,
2324,0,104.240730564,30.654768437,485.004,81.34000,
2325,0,104.240928165,30.654502986,485.238,81.37500,
2326,0,104.241125764,30.654237534,485.559,81.41000,
2327,0,104.241323362,30.653972082,485.967,81.44500,
2328,0,104.241520959,30.653706630,486.376,81.48000,
2329,0,104.241718555,30.653441177,486.785,81.51500,
2330,0,104.241916150,30.653175724,487.194,81.55000,
2331,0,104.242113744,30.652910271,487.602,81.58500,
2332,0,104.242311337,30.652644817,488.011,81.62000,
2333,0,104.242508929,30.652379363,488.420,81.65500,
2334,0,104.242706519,30.652113909,488.828,81.69000,
2335,0,104.242904109,30.651848455,489.047,81.72500,
2336,0,104.243101697,30.651583000,489.246,81.76000,
2337,0,104.243299285,30.651317545,489.446,81.79500,
2338,0,104.243496871,30.651052090,489.645,81.83000,
2339,0,104.243694456,30.650786634,489.845,81.86500,
2340,0,104.243892040,30.650521178,489.940,81.90000,
2341,0,104.244089623,30.650255722,489.965,81.93500,
2342,0,104.244287205,30.649990265,489.990,81.97000,
2343,0,104.244484786,30.649724808,490.016,82.00500,
2344,0,104.244682366,30.649459351,490.231,82.04000,
2345,0,104.244879944,30.649193894,490.445,82.07500,
2346,0,104.245077522,30.648928436,490.659,82.11000,
2347,0,104.245275098,30.648662978,490.874,82.14500,
2348,0,104.245472674,30.648397520,491.088,82.18000,
2349,0,104.245670248,30.648132061,491.303,82.21500,
2350,0,104.245867821,30.647866602,491.425,82.25000,
2351,0,104.246065393,30.647601143,491.491,82.28500,
2352,0,104.246262964,30.647335684,491.542,82.32000,
2353,0,104.246460534,30.647070224,491.464,82.35500,
2354,0,104.246658103,30.646804764,491.453,82.39000,
2355,0,104.246855671,30.646539303,491.473,82.42500,
2356,0,104.247053237,30.646273843,491.492,82.46000,
2357,0,104.247250803,30.646008382,491.512,82.49500,
2358,0,104.247448367,30.645742921,491.531,82.53000,
2359,0,104.247645931,30.645477459,491.551,82.56500,
2360,0,104.247843493,30.645211997,491.570,82.60000,
2361,0,104.248041054,30.644946535,491.578,82.63500,
2362,0,104.248238614,30.644681073,491.538,82.67000,
2363,0,104.248436173,30.644415610,491.497,82.70500,
2364,0,104.248633731,30.644150147,491.457,82.74000,
2365,0,104.248831288,30.643884683,491.417,82.77500,
2366,0,104.249028843,30.643619220,491.377,82.81000,
2367,0,104.249226398,30.643353756,491.337,82.84500,
2368,0,104.249423952,30.643088292,491.206,82.88000,
2369,0,104.249621504,30.642822827,491.050,82.91500,
